361,C00541045,GOAL WESTPAC,QUARTERLY FILER
362,C00567024,GOTV USA INDEPENDENT EXPENDITURE POLITICAL ACTION COMMITTEE,QUARTERLY FILER
363,C00498832,GOVERNMENT INTEGRITY FUND ACTION NETWORK; THE,MONTHLY FILER
364,C00529818,GRAND OLD PRINCIPLES,QUARTERLY FILER
365,C00515098,GRASSROOTS FOR LIBERTY,QUARTERLY FILER
366,C00524363,GREAT LAKES SUPER POLITICAL ACTION COMMITTEE,QUARTERLY FILER
367,C00561506,GREEN HOME RELIEF,QUARTERLY FILER
368,C00545152,GROW NC STRONG INC,QUARTERLY FILER
369,C00490292,GROW PAC,QUARTERLY FILER
370,C00564716,GROW WV INC,QUARTERLY FILER
371,C00568659,GROWING AMERICA COALITION,QUARTERLY FILER
372,C00568840,GROWTH POLITICAL ACTION COMMITTEE ('GROWTH PAC'),QUARTERLY FILER
373,C00570150,H2MHGOD GOLFING,QUARTERLY FILER
374,C00524058,HAPHAK AMERICA,QUARTERLY FILER
375,C00530758,HARDWORKING AMERICANS COMMITTEE,QUARTERLY FILER
376,C00546002,HARRISON COUNTY WV VICTORY FUND,QUARTERLY FILER
377,C00527580,HAWAII HORSE ASSOCIATION,QUARTERLY FILER
378,C00570556,HEALTHY AMERICA,QUARTERLY FILER
379,C00559732,HEARTLAND CAMPAIGN FUND,QUARTERLY FILER
380,C00525535,HEARTLAND PROJECT; THE,QUARTERLY FILER
381,C00544551,HEARTLAND RESURGENCE,QUARTERLY FILER
382,C00565143,HERITAGE CONCEPTS,QUARTERLY FILER
383,C00566620,HILARY SHMILARY PAC,QUARTERLY FILER
384,C00556639,HILLARY 2016,QUARTERLY FILER
385,C00546762,HILLARY PROJECT; THE,QUARTERLY FILER
386,C00540559,HILLARYCLINTONSUPERPAC,QUARTERLY FILER
387,C00542290,HILLARYFTW,QUARTERLY FILER
388,C00559765,HILLARYPAC,QUARTERLY FILER
389,C00569574,HIP HOP UNITED,QUARTERLY FILER
390,C00531616,HISPANIC LEADERSHIP FUND ACTION,QUARTERLY FILER
391,C00509802,HISPANIC VOTE POLITICAL ACTION COMMITTEE,QUARTERLY FILER
392,C00564179,HOMEOWNERS SUPER PAC,QUARTERLY FILER
393,C00528901,HOMETOWN FREEDOM ACTION NETWORK,QUARTERLY FILER
394,C00565499,HONEST WEST VIRGINIANS,QUARTERLY FILER
395,C00495028,HOUSE MAJORITY PAC,MONTHLY FILER
396,C00538827,HUMAN ACTION SUPER PAC,QUARTERLY FILER
397,C00508440,HUMAN RIGHTS CAMPAIGN EQUALITY VOTES,MONTHLY FILER
398,C00563957,HUMANS FOR EARTH'S RIGHTS,QUARTERLY FILER
399,C00547968,HUNGERPAC,QUARTERLY FILER
400,C00541433,HUNTER DEFENSE FUND (HDF),QUARTERLY FILER
401,C00526947,IDAHO HORSE ASSOCIATION,QUARTERLY FILER
402,C00562454,IDAHO'S YOUTH,QUARTERLY FILER
403,C00559054,IF HE VOTES LIKE THAT IN SALEM IMAGINE WHAT HE WILL DO IN CONGRESS,QUARTERLY FILER
404,C00526772,ILLINOIS HORSE ASSOCIATION,QUARTERLY FILER
405,C00495259,"IMMIGRATION911, LLC",QUARTERLY FILER
406,C00557801,IMPACT AMERICA FUND,QUARTERLY FILER
407,C00523100,IMPROVING LIFE IN THE AMERICAS AND CARIBBEAN PAC,QUARTERLY FILER
408,C00530832,IN GOD WE TRUST,QUARTERLY FILER
409,C00526244,IN OUR MOTHERS NAME,QUARTERLY FILER
410,C00532705,INDEPENDENCE USA PAC,MONTHLY FILER
411,C00562405,INDEPENDENT LEADERSHIP FOR NEW HAMPSHIRE PAC,QUARTERLY FILER
412,C00566638,INDEPENDENT MAJORITY GROUP,QUARTERLY FILER
413,C00567008,INDEPENDENT WORKERS FOR A BETTER HAWAII,QUARTERLY FILER
414,C00526764,INDIANA HORSE ASSOCIATION,QUARTERLY FILER
415,C00522474,INDIANA REPUBLICAN ASSEMBLY SUPER PAC,QUARTERLY FILER
416,C00568261,INLAND EMPIRE TAXPAYERS ASSOCIATION FEDERAL PAC,QUARTERLY FILER
417,C00570614,INNOVATIVE CRUSADERS OF TRUTH,QUARTERLY FILER
418,C00562280,INTEGRITY MATTERS PAC,QUARTERLY FILER
419,C00528455,INTERNATIONAL ALLIANCE OF THEATRICAL STAGE EMPLOYEES FEDERAL SPEECH PAC,MONTHLY FILER
420,C00526814,IOWA HORSE ASSOCIATION,QUARTERLY FILER
421,C00569251,IOWA PRIORITIES,QUARTERLY FILER
422,C00565846,IOWA VALUES,QUARTERLY FILER
423,C00568733,IPARTY SUPER PAC,QUARTERLY FILER
424,C00518530,IPSO FACTO,QUARTERLY FILER
425,C00519785,IT'S NOW OR NEVER INC,QUARTERLY FILER
426,C00503540,JAN PAC,QUARTERLY FILER
427,C00452847,JEWISH COUNCIL FOR EDUCATION AND RESEARCH,QUARTERLY FILER
428,C00549790,JOBS FOR HARLEM,QUARTERLY FILER
429,C00510701,JOBS OPPORTUNITY AND FREEDOM POLITICAL ACTION COMMITTEE - JOFPAC,QUARTERLY FILER
430,C00542464,JOHN BOLTON SUPER PAC,QUARTERLY FILER
431,C00569392,JUDICAL FAIRNESS PROJECT; THE,QUARTERLY FILER
432,C00513879,JUST DRINK THE KOOLAID,QUARTERLY FILER
433,C00549832,JUST SAY NO TO HILLARY PAC,QUARTERLY FILER
434,C00532374,JUST THE FACTS PAC,QUARTERLY FILER
435,C00563296,KANSANS FOR RESPONSIBLE GOVERNMENT,QUARTERLY FILER
436,C00567933,KANSANS SUPPORT PROBLEM SOLVERS PAC (KSPS-PAC),QUARTERLY FILER
437,C00569582,KANSAS AG COMMUNITIES COALITION,QUARTERLY FILER
438,C00526806,KANSAS HORSE ASSOCIATION,QUARTERLY FILER
439,C00566190,KANZA PAC,QUARTERLY FILER
440,C00499525,KEEP CONSERVATIVES UNITED,QUARTERLY FILER
441,C00566489,KEEP GEORGIA RED,QUARTERLY FILER
442,C00524009,KEEPING USA STRONG,QUARTERLY FILER
443,C00543256,KENTUCKIANS FOR STRONG LEADERSHIP,QUARTERLY FILER
444,C00526855,KENTUCKY HORSE ASSOCIATION,QUARTERLY FILER
445,C00569160,"KEY QUESTIONS, KEY ANSWERS",QUARTERLY FILER
446,C00566802,KEY STATES,QUARTERLY FILER
447,C00541235,KIMPAC,QUARTERLY FILER
448,C00569863,KLW POLITICAL FUND,QUARTERLY FILER
449,C00535211,KTADA PAC,MONTHLY FILER
450,C00503458,LA FORWARD INC,QUARTERLY FILER
451,C00478420,"LANTERN PROJECT, THE",QUARTERLY FILER
452,C00515403,LATINO ALLIANCE NETWORK,QUARTERLY FILER
453,C00541789,LATINO AMERICAN SUPER PAC,QUARTERLY FILER
454,C00527937,LATINO DISTRICT DEFENSE FUND,QUARTERLY FILER
455,C00558429,LATINOS FOR 2020,QUARTERLY FILER
456,C00569640,LATINOS FOR POLITICAL FREEDOM PAC,QUARTERLY FILER
457,C00508317,LEADERS FOR FAMILIES SUPER PAC INC,QUARTERLY FILER
458,C00556613,LEADERSHIP AMERICA PAC,QUARTERLY FILER
459,C00563007,LEADERSHIP AMERICA PAC - LA,QUARTERLY FILER
460,C00563098,LEADERSHIP AMERICA PAC - NC,QUARTERLY FILER
461,C00567552,LEADING AMERICA'S FUTURE,QUARTERLY FILER
462,C00486845,LEAGUE OF CONSERVATION VOTERS VICTORY FUND,MONTHLY FILER
463,C00542860,LEGALIZE MARIJUANA SUPER PAC.COM,QUARTERLY FILER
464,C00518043,LETOURPRESIDENTLEAD.COM,QUARTERLY FILER
465,C00557587,LETSALLVOTE.ORG,QUARTERLY FILER
466,C00541805,LGBT SUPER PAC,QUARTERLY FILER
467,C00508598,LIBERTY ACTION PAC,QUARTERLY FILER
468,C00554782,LIBERTY AND LEADERSHIP FUND,QUARTERLY FILER
469,C00561449,LIBERTY IN PINK,QUARTERLY FILER
470,C00569194,LIBERTY NOW,QUARTERLY FILER
471,C00518761,LIBERTY OR DEATH PAC,QUARTERLY FILER
472,C00514299,LIBERTY PRINCIPLES PAC INC,QUARTERLY FILER
473,C00519488,LIBERTY THROUGH GRASSROOTS EFFORTS SUPER PAC,QUARTERLY FILER
474,C00555904,LIBERTY4FLORIDA,QUARTERLY FILER
475,C00502963,LIFE CAUSE,QUARTERLY FILER
476,C00568964,LIUNA BUILDING AMERICA,QUARTERLY FILER
477,C00541458,LIVE AND LET LOVE,QUARTERLY FILER
478,C00531624,LOCAL VOICES,QUARTERLY FILER
479,C00570721,LONG ISLAND LAW ENFORCEMENT FOUNDATION,QUARTERLY FILER
480,C00562884,LOUD PAC,QUARTERLY FILER
481,C00527168,LOUISIANA HORSE ASSOCIATION,QUARTERLY FILER
482,C00569244,LOUISIANA PRIORITIES,QUARTERLY FILER
483,C00528034,LOUISIANA PROSPERITY FUND,QUARTERLY FILER
484,C00485854,LOUISIANA TRUTH PAC,QUARTERLY FILER
485,C00515593,LUNCH PAIL REPUBLICANS INDEPENDENT EXPENDITURE ONLY COMMITTEE,QUARTERLY FILER
486,C00560128,MADAM HILLARY 2016,QUARTERLY FILER
487,C00524520,MADISON ACTION FUND; THE,MONTHLY FILER
488,C00532515,MADISON PAC,QUARTERLY FILER
489,C00527606,MAINE HORSE ASSOCIATION,QUARTERLY FILER
490,C00547224,MAJORITY RULES PAC,QUARTERLY FILER
491,C00527671,MAKE AMERICA STRONG AND SECURE PAC (MASS PAC),QUARTERLY FILER
492,C00570739,MAKE DC LISTEN,QUARTERLY FILER
493,C00553750,MAKE EDUCATION AFFORDABLE,QUARTERLY FILER
494,C00569624,MANY TRUE CONSERVATIVES,QUARTERLY FILER
495,C00554733,MARCH FOR TERM LIMITS,QUARTERLY FILER
496,C00558031,MARIJUANAISMEDICINESUPERPAC,QUARTERLY FILER
497,C00526889,MARYLAND HORSE ASSOCIATION,QUARTERLY FILER
498,C00526822,MASSACHUSETTS HORSE ASSOCIATION,QUARTERLY FILER
499,C00449801,MATTHEW 25 NETWORK,QUARTERLY FILER
500,C00562587,MAYDAY PAC,QUARTERLY FILER
501,C00527515,MCBLACKPAC,QUARTERLY FILER
502,C00549246,MEDIA FOR AMERICA INC,QUARTERLY FILER
503,C00528471,MEDIA FUND SUPER PAC,QUARTERLY FILER
504,C00534529,MEDICINAL CANNABIS SUPERPAC,QUARTERLY FILER
505,C00569327,MEETING ROOM; THE,QUARTERLY FILER
506,C00569830,MEGALOI LOGOI,QUARTERLY FILER
507,C00501247,MEN AGAINST PROSTITUTION AND TRAFFICKING,QUARTERLY FILER
508,C00568931,MI PLANNED PARENTHOOD VOTES,QUARTERLY FILER
509,C00526798,MICHIGAN HORSE ASSOCIATION,QUARTERLY FILER
510,C00555094,MICHIGAN PIPE TRADE ASSOC INDEPENDENT EXEPENDITURE POLITICAL ACTION COMMITTEE (MPAC I E P,QUARTERLY FILER
511,C00541730,MIDDLE CLASS SUPER PAC,QUARTERLY FILER
512,C00512335,MIDDLE RESOLUTION FEDERAL PAC INC,QUARTERLY FILER
513,C00547380,MILLENNIALS FOR AMERICA,QUARTERLY FILER
514,C00555607,MILLENNIALS FOR FREEDOM POLITICAL ACTION COMMITTEE,QUARTERLY FILER
515,C00562017,MILLENNIALS RISING,QUARTERLY FILER
516,C00567768,MINISTERS OF PEACE,QUARTERLY FILER
517,C00526863,MINNESOTA HORSE ASSOCIATION,QUARTERLY FILER
518,C00548354,MISSION: EQUALITY AND DEMOCRACY LLC,QUARTERLY FILER
519,C00554774,MISSISSIPPI CONSERVATIVES,QUARTERLY FILER
520,C00527572,MISSISSIPPI HORSE ASSOCIATION,QUARTERLY FILER
521,C00526111,MISSOURI HORSE ASSOCIATION,QUARTERLY FILER
522,C00561654,MODERATELY SPEAKING,QUARTERLY FILER
523,C00529107,MONSTAH PAC,QUARTERLY FILER
524,C00526897,MONTANA HORSE ASSOCIATION,QUARTERLY FILER
525,C00322958,MONTANA SHOOTING SPORTS ASSOCIATION POLITICAL COMMITTEE,QUARTERLY FILER
526,C00553156,MONTANA SOLUTIONS,QUARTERLY FILER
527,C00563155,MONTANANS FOR LIMITED GOVERNMENT,QUARTERLY FILER
528,C00547901,MORE WOMEN IN CONGRESS SUPER PAC,QUARTERLY FILER
529,C00562595,MORNING IN AMERICA PAC,QUARTERLY FILER
530,C00541649,MORNINGSTAR COALITION INC,QUARTERLY FILER
531,C00558049,MUNOZ GROUP PAC,QUARTERLY FILER
532,C00563262,MUSIC POLITICAL ACTION COMMITTEE; THE,QUARTERLY FILER
533,C00494799,MY AMERICA INC,QUARTERLY FILER
534,C00523423,"MY CAT XAVIER FOR A BETTER TOMORROW, TOMORROW",QUARTERLY FILER
535,C00567628,MYVOTECOUNTS2TOO,QUARTERLY FILER
536,C00488742,NATIONAL ASSOCIATION OF REALTORS CONGRESSIONAL FUND,MONTHLY FILER
537,C00548420,NATIONAL DRAFT BEN CARSON FOR PRESIDENT COMMITTEE,QUARTERLY FILER
538,C00515387,NATIONAL HISPANIC AMERICAN ALLIANCE,QUARTERLY FILER
539,C00519363,NATIONAL HORIZON,QUARTERLY FILER
540,C00490375,NATIONAL NURSES UNITED FOR PATIENT PROTECTION,QUARTERLY FILER
541,C00569939,NATIONAL ORGANIZATION FOR MARRIAGE VICTORY FUND,QUARTERLY FILER
542,C00567230,NATIONAL PROGRESS INITIATIVE,QUARTERLY FILER
543,C00530212,NATIONAL REPUBLICAN VICTORY FUND PAC,QUARTERLY FILER
544,C00509893,NATIONAL RIGHT TO LIFE VICTORY FUND,QUARTERLY FILER
545,C00569301,NATIONYES,QUARTERLY FILER
546,C00489815,NEA ADVOCACY FUND,QUARTERLY FILER
547,C00526939,NEBRASKA HORSE ASSOCIATION,QUARTERLY FILER
548,C00526921,NEVADA HORSE ASSOCIATION,QUARTERLY FILER
549,C00536417,NEW DEMOCRACY PAC,QUARTERLY FILER
550,C00570812,NEW GENERATION LEADERSHIP FUND,QUARTERLY FILER
551,C00527879,NEW HAMPSHIRE HORSE ASSOCIATION,QUARTERLY FILER
552,C00557561,NEW HAMPSHIRE PRIORITIES,QUARTERLY FILER
553,C00508556,NEW INDEPENDENT PARTY,QUARTERLY FILER
554,C00526848,NEW JERSEY HORSE ASSOCIATION,QUARTERLY FILER
555,C00525378,NEW JERSEY REPUBLICAN PROLIFE COALITION PAC,QUARTERLY FILER
556,C00562108,NEW MAJORITY FOR MASSACHUSETTS,QUARTERLY FILER
557,C00526129,NEW MEXICO HORSE ASSOCIATION,QUARTERLY FILER
558,C00489252,NEW POWER PAC,QUARTERLY FILER
559,C00488494,NEW PROSPERITY FOUNDATION; THE,MONTHLY FILER
560,C00566604,NEW REPUBLIC POLITICAL ACTION COMMITTEE,QUARTERLY FILER
561,C00544544,NEW REPUBLICAN.ORG,MONTHLY FILER
562,C00564419,NEW VOICE NEW VISION NEW NOVA,QUARTERLY FILER
563,C00563171,NEW YORK 2014,MONTHLY FILER
564,C00527069,NEW YORK HORSE ASSOCIATION,QUARTERLY FILER
565,C00570234,NEXT AMERICA,QUARTERLY FILER
566,C00547349,NEXTGEN CLIMATE ACTION COMMITTEE,MONTHLY FILER
567,C00543140,NINETY NINE PERCENT; THE,QUARTERLY FILER
568,C00547513,NO FOOLS ALLOWED NFA SUPER PAC,QUARTERLY FILER
569,C00523803,NO MORE TIMELINE PAGES,QUARTERLY FILER
570,C00542373,NO MORE WIMPOUTS,QUARTERLY FILER
571,C00557314,NO NEGOTIATIONS PAC,QUARTERLY FILER
572,C00548297,NONCOMFORMISTS UNITED,QUARTERLY FILER
573,C00527614,NORTH CAROLINA HORSE ASSOCIATION,QUARTERLY FILER
574,C00569236,NORTH CAROLINA PRIORITIES,QUARTERLY FILER
575,C00560110,NORTH CAROLINA WOMEN VOTE!,MONTHLY FILER
576,C00546408,NORTH CENTRAL WV TEA PARTY,QUARTERLY FILER
577,C00526756,NORTH DAKOTA HORSE ASSOCIATION,QUARTERLY FILER
578,C00547778,NORTHEAST FOR WORKERS AND ECONOMIC DEVELOPMENT,QUARTERLY FILER
579,C00513432,NOW OR NEVER PAC,MONTHLY FILER
580,C00507657,OCCUPYPOLITICS PAC INC,QUARTERLY FILER
581,C00557355,OCEAN MAJORITY PAC,QUARTERLY FILER
582,C00526723,OHIO HORSE ASSOCIATION,QUARTERLY FILER
583,C00490383,OHIO STATE TEA PARTY; THE,QUARTERLY FILER
584,C00569319,OHIOANS FOR A BETTER FUTURE,QUARTERLY FILER
585,C00568550,OHIOANS FOR ACCOUNTABLE GOVERNMENT,QUARTERLY FILER
586,C00512822,OHIOANS FOR OPPORTUNITY,QUARTERLY FILER
587,C00528869,OHIOANS UNITED ACTION FUND,QUARTERLY FILER
588,C00555060,OIL FIELD UNION LOCAL #5150,QUARTERLY FILER
589,C00527721,OKLAHOMA FORWARD PAC,QUARTERLY FILER
590,C00526103,OKLAHOMA HORSE ASSOCIATION,QUARTERLY FILER
591,C00549154,OKPAC,QUARTERLY FILER
592,C00570648,ONE TERM ONLY,QUARTERLY FILER
593,C00563387,OPPORTUNITY ALLIANCE PAC,QUARTERLY FILER
594,C00526731,OREGON HORSE ASSOCIATION,QUARTERLY FILER
595,C00561670,OUR AMERICA FUND,QUARTERLY FILER
596,C00570465,OUR AMERICA PAC,QUARTERLY FILER
597,C00555326,"OUR AMERICA, INC.",QUARTERLY FILER
598,C00567271,OUR BLUE HOPE,QUARTERLY FILER
599,C00501098,OUR DESTINY PAC,QUARTERLY FILER
600,C00568220,OUR PATIENTS FIRST PAC,MONTHLY FILER
601,C00497412,OUR VOICE PAC,QUARTERLY FILER
602,C00568246,OUR VOICES MATTER,QUARTERLY FILER
603,C00531657,OUR WASHINGTON FIRST POLITICAL ACTION COMMITTEE,QUARTERLY FILER
604,C00545459,PA VICTORY FUND,QUARTERLY FILER
605,C00540807,PALMETTO CONSERVATIVES FUND,QUARTERLY FILER
606,C00503193,PARENTS FOR A BRIGHTER FUTURE,QUARTERLY FILER
607,C00547372,PASS THE TORCH,QUARTERLY FILER
608,C00469890,PATRIOT MAJORITY PAC,QUARTERLY FILER
609,C00525386,PATRIOT PROSPERITY POLITICAL ACTION COMMITTEE,QUARTERLY FILER
610,C00552208,PATRIOTS AGAINST TAX TYRANTS,QUARTERLY FILER
611,C00498352,PATRIOTS FOR A BETTER AMERICA PAC,QUARTERLY FILER
612,C00534107,PATRIOTS FOR FREEDOM,QUARTERLY FILER
613,C00490896,PATRIOTS FUND,QUARTERLY FILER
614,C00570705,PDX G AND C SUPER PAC,QUARTERLY FILER
615,C00570408,PEACE AND LIBERTY COMMITTEE,QUARTERLY FILER
616,C00526566,"PEACEFUL AMERICANS AGAINST WAR, VIOLENCE AND GUN PROLIFERATION",QUARTERLY FILER
617,C00527119,PENNSYLVANIA HORSE ASSOCIATION,QUARTERLY FILER
618,C00567248,PEOPLE FIRST MISSOURI,QUARTERLY FILER
619,C00486878,PEOPLE'S MAJORITY,QUARTERLY FILER
620,C00559310,PEOPLES'S VOICE SUPER PAC; THE,QUARTERLY FILER
621,C00548214,PERSON TO PERSON PAC,QUARTERLY FILER
622,C00492553,PHYSICIANS FOR A BETTER HEALTHCARE FUTURE,QUARTERLY FILER
623,C00567404,PINOY PAC,QUARTERLY FILER
624,C00489799,PLANNED PARENTHOOD VOTES,MONTHLY FILER
625,C00565440,POLICYMATTERS USA,QUARTERLY FILER
626,C00528760,POLISH AMERICAN LEADERSHIP POLITICAL ACTION COMMITTEE,QUARTERLY FILER
627,C00564922,POLITICAL PROGRESS,QUARTERLY FILER
628,C00520718,POLITICAL SUPER PAC,QUARTERLY FILER
629,C00551622,POLITICS REIMAGINED,QUARTERLY FILER
630,C00570804,POPULAR PARTY POLITICAL ACTION COMMITTEE,QUARTERLY FILER
631,C00569673,PORT PROSPERITY,QUARTERLY FILER
632,C00570440,POT THE VOTE,QUARTERLY FILER
633,C00560532,PRESCRIPTION FOR AMERICA'S FUTURE,QUARTERLY FILER
634,C00523456,PRESERVE AMERICA'S FUTURE,QUARTERLY FILER
635,C00555235,PRESERVE THE CONSTITUTION PAC,QUARTERLY FILER
636,C00570747,PRESERVING DIGNITY,QUARTERLY FILER
637,C00564435,PRINCIPLED CONSERVATIVES OF COLORADO,QUARTERLY FILER
638,C00549436,PRINCIPLED LEADERSHIP FUND,QUARTERLY FILER
639,C00566463,PRINCIPLES PROJECT; THE,QUARTERLY FILER
640,C00568170,PRIORITIES FOR IOWA POLITICAL FUND,QUARTERLY FILER
641,C00570119,PRIORITIES PVD,QUARTERLY FILER
642,C00495861,PRIORITIES USA ACTION,QUARTERLY FILER
643,C00520007,PROGRESS CONNECTICUT,QUARTERLY FILER
644,C00523134,PROGRESS FOR NATIVE AMERICAN INDIANS BLACKS AND HISPANICS PAC,QUARTERLY FILER
645,C00539841,PROGRESSING OUR LIBERTIES,QUARTERLY FILER
646,C00544494,PROGRESSIVE CITIZENS UNITED CHANGING AMERICA'S MARIJUANA POLICIES,QUARTERLY FILER
647,C00492595,PROGRESSIVE KICK INDEPENDENT EXPENDITURES,QUARTERLY FILER
648,C00532812,PROGRESSIVE USA VOTERS,QUARTERLY FILER
649,C00522490,PROGRESSIVES FOR PROSPERITY,QUARTERLY FILER
650,C00561456,"PROJECT 51, INC.",QUARTERLY FILER
651,C00567537,PROJECT BLUE AMERICA,QUARTERLY FILER
652,C00542274,PROJECTXXACT,QUARTERLY FILER
653,C00565689,PROSPERITY FOR PENNSYLVANIA INC,QUARTERLY FILER
654,C00489914,PROTECT ALASKA'S FUTURE,QUARTERLY FILER
655,C00512012,PROTECT AMERICA TODAY,QUARTERLY FILER
656,C00530667,PROTECT OUR SCHOOLS FUND,QUARTERLY FILER
657,C00563825,PROTECT THE HARVEST POLITICAL ACTION COMMITTEE,QUARTERLY FILER
658,C00483883,PROTECTING AMERICA'S RETIREES,QUARTERLY FILER
659,C00556860,PROTECTING CHOICE IN CALIFORNIA A PROJECT OF PLANNED PARENTHOOD AFFILIATES OF CALIFORNIA,QUARTERLY FILER
660,C00509463,PROTECTING OUR VOTE PAC,QUARTERLY FILER
661,C00551051,PUBLIC INTEREST POLITICAL ACTION COMMITTEE,QUARTERLY FILER
662,C00550376,PUPPET PAC,QUARTERLY FILER
663,C00549139,PURE POLITICAL ACTION COMMITTEE,QUARTERLY FILER
664,C00544569,PURPLE PAC INC,QUARTERLY FILER
665,C00544346,PUT ALASKA FIRST,QUARTERLY FILER
666,C00568352,R MAJORITY PAC,QUARTERLY FILER
667,C00547729,R2BNATION SUPER PAC,QUARTERLY FILER
668,C00565002,RACISM HURTS,QUARTERLY FILER
669,C00560904,RAGA ACTION FUND,QUARTERLY FILER
670,C00518019,RAISE VOICES NOT DOLLARS,QUARTERLY FILER
671,C00565853,READY FOR RIGHT PAC,QUARTERLY FILER
672,C00566752,READY FOR WARREN PRESIDENTIAL DRAFT CAMPAIGN,QUARTERLY FILER
673,C00569509,REAL COMMON GOOD PAC,QUARTERLY FILER
674,C00558890,REBUILD OHIO,MONTHLY FILER
675,C00521427,RECLAIMING FREEDOM PAC,QUARTERLY FILER
676,C00568535,REFORM FOR ELECTING AMERICAN LEGISLATORS,QUARTERLY FILER
677,C00559625,REFRESH AMERICA PAC,QUARTERLY FILER
678,C00528224,RENEW OUR HOPE,QUARTERLY FILER
679,C00568378,REPUBLICAN ACTION COMMITTEE,QUARTERLY FILER
680,C00528554,REPUBLICAN JEWISH COALITION VICTORY FUND,QUARTERLY FILER
681,C00496349,REPUBLICAN SUPER PAC INC,QUARTERLY FILER
682,C00525790,REPUBLICAN UNION PAC,QUARTERLY FILER
683,C00563122,REPUBLICAN WOMEN ALLIANCE,QUARTERLY FILER
684,C00547455,REPUBLICAN YOUTH FOR A CONSERVATIVE TOMORROW,QUARTERLY FILER
685,C00536581,REPUBLICANS FOR IMMIGRATION REFORM,QUARTERLY FILER
686,C00542415,RESCUE THE SENATE PAC,QUARTERLY FILER
687,C00541631,RESOUNDING BOOKS PAC,QUARTERLY FILER
688,C00570796,RESPONSIBLE CITIZENS FORUM,QUARTERLY FILER
689,C00559153,RESPONSIBLE LEADERSHIP FOR AMERICA,QUARTERLY FILER
690,C00507509,RESTART CONGRESS POLITICAL ACTION COMMITTEE,QUARTERLY FILER
691,C00568741,RESTORE A FREE AMERICA PAC,QUARTERLY FILER
692,C00489807,RESTORE AMERICA'S VOICE PAC,QUARTERLY FILER
693,C00526574,RESTORE AMERICAN LABOR FORCE,QUARTERLY FILER
694,C00570903,RESTORE AMERICAN LIBERTY,QUARTERLY FILER
695,C00544775,RESTORE BANKING RULES,QUARTERLY FILER
696,C00490045,"RESTORE OUR FUTURE, INC.",QUARTERLY FILER
697,C00542589,RESTORE OUR REPUBLIC,QUARTERLY FILER
698,C00563999,RESTORE TRUST IN CITY HALL,QUARTERLY FILER
699,C00515072,RESTORING AMERICA INC,QUARTERLY FILER
700,C00524918,RESTORING ARIZONA'S INTEGRITY,QUARTERLY FILER
701,C00498261,RESTORING PROSPERITY FUND,QUARTERLY FILER
702,C00503870,RETHINK PAC,QUARTERLY FILER
703,C00564039,REVITALIZE AMERICA,QUARTERLY FILER
704,C00506105,REVIVE AMERICA PAC,MONTHLY FILER
705,C00490730,RGA RIGHT DIRECTION PAC,QUARTERLY FILER
706,C00527184,RHODE ISLAND HORSE ASSOCIATION,QUARTERLY FILER
707,C00550798,RIGHT TAX INC; THE,QUARTERLY FILER
708,C00551556,RIGHT TURN HAWAII,QUARTERLY FILER
709,C00522607,ROCK THE RED POLITICAL ACTION COMMITTEE INC (ROCK THE RED),QUARTERLY FILER
710,C00535203,RODPAC,QUARTERLY FILER
711,C00523860,RUSSIA WATCH,QUARTERLY FILER
712,C00529727,SAFE NATION PAC INC,QUARTERLY FILER
713,C00521567,SCIENCE!,QUARTERLY FILER
714,C00516682,SCIENTIFIC ADVANCEMENT FOR AMERICA,QUARTERLY FILER
715,C00523837,SECURE AMERICA'S BORDERS,QUARTERLY FILER
716,C00509810,SECURING OUR SCHOOLS,QUARTERLY FILER
717,C00528422,SELECT OUR AMERICA,QUARTERLY FILER
718,C00524181,SENATE CONSERVATIVES ACTION,MONTHLY FILER
719,C00484642,SENATE MAJORITY PAC,MONTHLY FILER
720,C00567073,"SERVICE AND LEADERSHIP PAC, INC",QUARTERLY FILER
721,C00523621,SERVICE EMPLOYEES INTERNATIONAL UNION PEA - FEDERAL,QUARTERLY FILER
722,C00570911,SHIELDPAC,QUARTERLY FILER
723,C00483693,SIERRA CLUB INDEPENDENT ACTION,MONTHLY FILER
724,C00564161,SILICON VALLEY SUPER PAC,QUARTERLY FILER
725,C00542696,SINGLE SUBJECT AMENDMENT,QUARTERLY FILER
726,C00543520,SMALL BUSINESS - BACKBONE OF AMERICA,QUARTERLY FILER
727,C00497032,SMALL BUSINESS POLITICAL ALLIANCE POLITICAL ACTION COMMITTEE (SBPA PAC),QUARTERLY FILER
728,C00541755,SMALL BUSINESS SUPER PAC,QUARTERLY FILER
729,C00508689,SMALLBIZADVOCATES.ORG,QUARTERLY FILER
730,C00561159,SMART CANNABIS REFORM,QUARTERLY FILER
731,C00569764,SOCIETY JUSTICE,QUARTERLY FILER
732,C00520791,SOFTER VOICES,QUARTERLY FILER
733,C00558726,SOLDIER PAC,QUARTERLY FILER
734,C00564278,SONS OF LIBERTY FOR THIS GENERATION AKA SOLPAC,QUARTERLY FILER
735,C00564567,SOS FOR DEMOCRACY,QUARTERLY FILER
736,C00555334,SOS4SOS PAC INC,QUARTERLY FILER
737,C00525329,SOUND FROM THE GROUND,QUARTERLY FILER
738,C00527150,SOUTH CAROLINA HORSE ASSOCIATION,QUARTERLY FILER
739,C00527085,SOUTH DAKOTA HORSE ASSOCIATION,QUARTERLY FILER
